Date,Shooting Team,Shooter Name,Shooter ID,Shot Number,Quarter,Left Position,Top Position,Home Team,Away Team,Shot Status,Three Pointer,Assists,Text
"February 16, 2017",home,Muhammad-Ali Abdur-Rahkman,3136492,45,2,0.85,0.52,Michigan,Wisconsin,1,0,0,Muhammad-Ali Abdur-Rahkman made Jumper. Assisted by Derrick Walton Jr..
"February 16, 2017",home,Muhammad-Ali Abdur-Rahkman missed Three Point Jumpe,3136492,46,2,0.78,0.86,Michigan,Wisconsin,0,0,0,Muhammad-Ali Abdur-Rahkman missed Three Point Jumper.
"February 16, 2017",home,Duncan Robinson missed Three Point Jumpe,3157465,47,2,0.89,0.06,Michigan,Wisconsin,0,0,0,Duncan Robinson missed Three Point Jumper.
"February 16, 2017",home,Muhammad-Ali Abdur-Rahkman,3136492,48,2,0.94,0.94,Michigan,Wisconsin,1,0,0,Muhammad-Ali Abdur-Rahkman made Three Point Jumper. Assisted by Derrick Walton Jr..
"February 16, 2017",home,Zak Irvin,66186,50,2,0.69,0.42,Michigan,Wisconsin,1,0,0,Zak Irvin made Three Point Jumper.
"February 16, 2017",home,Zak Irvin missed Layu,66186,51,2,0.92,0.44,Michigan,Wisconsin,0,0,0,Zak Irvin missed Layup.
"February 16, 2017",home,Derrick Walton Jr. missed Jumpe,66184,52,2,0.72,0.44,Michigan,Wisconsin,0,0,0,Derrick Walton Jr. missed Jumper.
"February 16, 2017",home,Moritz Wagner,3917314,53,2,0.92,0.46,Michigan,Wisconsin,1,0,0,Moritz Wagner made Layup. Assisted by Zak Irvin.
"February 16, 2017",home,Muhammad-Ali Abdur-Rahkman missed Jumpe,3136492,54,2,0.84,0.5,Michigan,Wisconsin,0,0,0,Muhammad-Ali Abdur-Rahkman missed Jumper.
"February 16, 2017",home,Moritz Wagner,3917314,55,2,0.91,0.48,Michigan,Wisconsin,1,0,0,Moritz Wagner made Dunk. Assisted by Muhammad-Ali Abdur-Rahkman.
"February 16, 2017",home,Duncan Robinson missed Three Point Jumpe,3157465,56,2,0.67,0.5,Michigan,Wisconsin,0,0,0,Duncan Robinson missed Three Point Jumper.
"February 16, 2017",home,Zak Irvin,66186,57,2,0.91,0.48,Michigan,Wisconsin,1,0,0,Zak Irvin made Dunk. Assisted by Derrick Walton Jr..
"February 16, 2017",home,Moritz Wagner,3917314,58,2,0.74,0.8,Michigan,Wisconsin,1,0,0,Moritz Wagner made Three Point Jumper. Assisted by Derrick Walton Jr..
"February 16, 2017",away,Ethan Happ,3136996,0,1,0.06,0.44,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup. Assisted by D'Mitrik Trice.
"February 16, 2017",away,Nigel Hayes missed Jumpe,66198,1,1,0.1,0.88,Michigan,Wisconsin,0,0,0,Nigel Hayes missed Jumper.
"February 16, 2017",away,Vitto Brown missed Three Point Jumpe,66201,2,1,0.29,0.52,Michigan,Wisconsin,0,0,0,Vitto Brown missed Three Point Jumper.
"February 16, 2017",away,Nigel Hayes missed Jumpe,66198,3,1,0.1,0.56,Michigan,Wisconsin,0,0,0,Nigel Hayes missed Jumper.
"February 16, 2017",away,Ethan Happ missed Layu,3136996,4,1,0.06,0.56,Michigan,Wisconsin,0,0,0,Ethan Happ missed Layup.
"February 16, 2017",away,Nigel Hayes,66198,5,1,0.1,0.8,Michigan,Wisconsin,1,0,0,Nigel Hayes made Jumper.
"February 16, 2017",away,D'Mitrik Trice,4066413,6,1,0.2,0.84,Michigan,Wisconsin,1,0,0,D'Mitrik Trice made Three Point Jumper. Assisted by Ethan Happ.
"February 16, 2017",away,Ethan Happ,3136996,7,1,0.08,0.52,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup. Assisted by Jordan Hill.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,8,1,0.07,0.32,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,Khalil Iverson missed Jumpe,3908322,9,1,0.09,0.44,Michigan,Wisconsin,0,0,0,Khalil Iverson missed Jumper.
"February 16, 2017",away,Zak Showalter missed Three Point Jumpe,61279,10,1,0.12,0.92,Michigan,Wisconsin,0,0,0,Zak Showalter missed Three Point Jumper.
"February 16, 2017",away,Ethan Happ,3136996,11,1,0.07,0.44,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup.
"February 16, 2017",away,Khalil Iverson,3908322,12,1,0.06,0.52,Michigan,Wisconsin,1,0,0,Khalil Iverson made Dunk. Assisted by Ethan Happ.
"February 16, 2017",away,Khalil Iverson,3908322,13,1,0.07,0.54,Michigan,Wisconsin,1,0,0,Khalil Iverson made Layup. Assisted by Ethan Happ.
"February 16, 2017",away,Nigel Hayes missed Jumpe,66198,14,1,0.12,0.78,Michigan,Wisconsin,0,0,0,Nigel Hayes missed Jumper.
"February 16, 2017",away,Vitto Brown missed Jumpe,66201,15,1,0.12,0.46,Michigan,Wisconsin,0,0,0,Vitto Brown missed Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Three Point Jumpe,4066413,16,1,0.1,0.92,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Three Point Jumper.
"February 16, 2017",away,Ethan Happ,3136996,19,1,0.07,0.46,Michigan,Wisconsin,1,0,0,Ethan Happ made Dunk.
"February 16, 2017",away,D'Mitrik Trice missed Layu,4066413,20,1,0.07,0.46,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Layup.
"February 16, 2017",away,Ethan Happ,3136996,21,1,0.04,0.46,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup.
"February 16, 2017",away,Khalil Iverson,3908322,22,1,0.07,0.52,Michigan,Wisconsin,1,0,0,Khalil Iverson made Layup. Assisted by Ethan Happ.
"February 16, 2017",away,Khalil Iverson,3908322,23,1,0.06,0.56,Michigan,Wisconsin,1,0,0,Khalil Iverson made Layup. Assisted by D'Mitrik Trice.
"February 16, 2017",away,Alex Illikainen missed Three Point Jumpe,3908323,24,1,0.09,0.06,Michigan,Wisconsin,0,0,0,Alex Illikainen missed Three Point Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,25,1,0.12,0.26,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,26,1,0.19,0.22,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,Ethan Happ,3136996,27,1,0.06,0.64,Michigan,Wisconsin,1,0,0,Ethan Happ made Jumper.
"February 16, 2017",away,Ethan Happ,3136996,28,1,0.08,0.52,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup. Assisted by D'Mitrik Trice.
"February 16, 2017",away,Ethan Happ,3136996,29,1,0.06,0.46,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup. Assisted by D'Mitrik Trice.
"February 16, 2017",away,D'Mitrik Trice missed Three Point Jumpe,4066413,30,1,0.08,0.94,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Three Point Jumper.
"February 16, 2017",away,Jordan Hill missed Three Point Jumpe,66199,31,1,0.33,0.38,Michigan,Wisconsin,0,0,0,Jordan Hill missed Three Point Jumper.
"February 16, 2017",away,D'Mitrik Trice,4066413,32,2,0.06,0.54,Michigan,Wisconsin,1,0,0,D'Mitrik Trice made Layup.
"February 16, 2017",away,Zak Showalter,61279,33,2,0.11,0.92,Michigan,Wisconsin,1,0,0,Zak Showalter made Three Point Jumper. Assisted by Ethan Happ.
"February 16, 2017",away,Ethan Happ,3136996,34,2,0.08,0.5,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup.
"February 16, 2017",away,Zak Showalter missed Three Point Jumpe,61279,35,2,0.03,0.94,Michigan,Wisconsin,0,0,0,Zak Showalter missed Three Point Jumper.
"February 16, 2017",away,Nigel Hayes,66198,36,2,0.06,0.34,Michigan,Wisconsin,1,0,0,Nigel Hayes made Jumper.
"February 16, 2017",away,Nigel Hayes missed Layu,66198,37,2,0.07,0.48,Michigan,Wisconsin,0,0,0,Nigel Hayes missed Layup.
"February 16, 2017",away,Alex Illikainen missed Layu,3908323,38,2,0.07,0.48,Michigan,Wisconsin,0,0,0,Alex Illikainen missed Layup.
"February 16, 2017",away,D'Mitrik Trice missed Three Point Jumpe,4066413,39,2,0.02,0.94,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Three Point Jumper.
"February 16, 2017",away,Ethan Happ,3136996,40,2,0.06,0.44,Michigan,Wisconsin,1,0,0,Ethan Happ made Layup.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,41,2,0.09,0.12,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,Khalil Iverson,3908322,42,2,0.12,0.46,Michigan,Wisconsin,1,0,0,Khalil Iverson made Jumper.
"February 16, 2017",away,Zak Showalter,61279,43,2,0.07,0.46,Michigan,Wisconsin,1,0,0,Zak Showalter made Layup. Assisted by Nigel Hayes.
"February 16, 2017",away,Vitto Brown missed Jumpe,66201,45,2,0.12,0.48,Michigan,Wisconsin,0,0,0,Vitto Brown missed Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,46,2,0.03,0.36,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,Zak Showalter missed Layu,61279,47,2,0.07,0.44,Michigan,Wisconsin,0,0,0,Zak Showalter missed Layup.
"February 16, 2017",away,D'Mitrik Trice missed Three Point Jumpe,4066413,48,2,0.3,0.54,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Three Point Jumper.
"February 16, 2017",away,Khalil Iverson missed Layu,3908322,49,2,0.06,0.44,Michigan,Wisconsin,0,0,0,Khalil Iverson missed Layup.
"February 16, 2017",away,Ethan Happ missed Layu,3136996,50,2,0.06,0.56,Michigan,Wisconsin,0,0,0,Ethan Happ missed Layup.
"February 16, 2017",away,D'Mitrik Trice missed Jumpe,4066413,51,2,0.04,0.36,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Jumper.
"February 16, 2017",away,Jordan Hill,66199,52,2,0.04,0.06,Michigan,Wisconsin,1,0,0,Jordan Hill made Three Point Jumper. Assisted by Ethan Happ.
"February 16, 2017",away,Ethan Happ missed Layu,3136996,53,2,0.04,0.56,Michigan,Wisconsin,0,0,0,Ethan Happ missed Layup.
"February 16, 2017",away,Vitto Brown missed Three Point Jumpe,66201,56,2,0.03,0.06,Michigan,Wisconsin,0,0,0,Vitto Brown missed Three Point Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Three Point Jumpe,4066413,59,2,0.3,0.46,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Three Point Jumper.
"February 16, 2017",away,D'Mitrik Trice missed Layu,4066413,62,2,0.07,0.54,Michigan,Wisconsin,0,0,0,D'Mitrik Trice missed Layup.
"February 16, 2017",away,Vitto Brown missed Jumpe,66201,63,2,0.18,0.64,Michigan,Wisconsin,0,0,0,Vitto Brown missed Jumper.
"February 16, 2017",away,Jordan Hill missed Three Point Jumpe,66199,64,2,0.11,0.92,Michigan,Wisconsin,0,0,0,Jordan Hill missed Three Point Jumper.
"February 16, 2017",away,Zak Showalter missed Jumpe,61279,65,2,0.09,0.64,Michigan,Wisconsin,0,0,0,Zak Showalter missed Jumper.
"February 16, 2017",away,Zak Showalter missed Jumpe,61279,66,2,0.1,0.54,Michigan,Wisconsin,0,0,0,Zak Showalter missed Jumper.
"February 16, 2017",away,Nigel Hayes,66198,67,2,0.07,0.44,Michigan,Wisconsin,1,0,0,Nigel Hayes made Layup.
"February 16, 2017",away,Jordan Hill missed Three Point Jumpe,66199,68,2,0.08,0.94,Michigan,Wisconsin,0,0,0,Jordan Hill missed Three Point Jumper.
"February 16, 2017",home,Calvin Hermanson,66473,0,1,0.72,0.26,Saint Mary's,Loyola Marymount,1,0,0,Calvin Hermanson made Three Point Jumper. Assisted by Emmett Naar.
"February 16, 2017",home,Jock Landale,3146557,1,1,0.91,0.52,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Layup. Assisted by Emmett Naar.
"February 16, 2017",home,Jock Landale,3146557,2,1,0.91,0.54,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Dunk. Assisted by Calvin Hermanson.
"February 16, 2017",home,Emmett Naar missed Three Point Jumpe,3090679,3,1,0.72,0.26,Saint Mary's,Loyola Marymount,0,0,0,Emmett Naar missed Three Point Jumper.
"February 16, 2017",home,Jock Landale,3146557,4,1,0.87,0.56,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Jumper.
"February 16, 2017",home,Evan Fitzner,3146558,5,1,0.77,0.84,Saint Mary's,Loyola Marymount,1,0,0,Evan Fitzner made Three Point Jumper. Assisted by Joe Rahon.
"February 16, 2017",home,Evan Fitzner,3146558,6,1,0.72,0.82,Saint Mary's,Loyola Marymount,1,0,0,Evan Fitzner made Three Point Jumper. Assisted by Joe Rahon.
"February 16, 2017",home,Emmett Naar missed Three Point Jumpe,3090679,7,1,0.96,0.03,Saint Mary's,Loyola Marymount,0,0,0,Emmett Naar missed Three Point Jumper.
"February 16, 2017",home,Calvin Hermanson,66473,8,1,0.91,0.56,Saint Mary's,Loyola Marymount,1,0,0,Calvin Hermanson made Layup.
"February 16, 2017",home,Emmett Naar,3090679,9,1,0.91,0.5,Saint Mary's,Loyola Marymount,1,0,0,Emmett Naar made Layup. Assisted by Joe Rahon.
"February 16, 2017",home,Calvin Hermanson missed Three Point Jumpe,66473,10,1,0.71,0.28,Saint Mary's,Loyola Marymount,0,0,0,Calvin Hermanson missed Three Point Jumper.
"February 16, 2017",home,Calvin Hermanson missed Three Point Jumpe,66473,11,1,0.91,0.94,Saint Mary's,Loyola Marymount,0,0,0,Calvin Hermanson missed Three Point Jumper.
"February 16, 2017",home,Calvin Hermanson missed Layu,66473,12,1,0.92,0.54,Saint Mary's,Loyola Marymount,0,0,0,Calvin Hermanson missed Layup.
"February 16, 2017",home,Tanner Krebs missed Three Point Jumpe,3936192,13,1,0.88,0.94,Saint Mary's,Loyola Marymount,0,0,0,Tanner Krebs missed Three Point Jumper.
"February 16, 2017",home,Tanner Krebs,3936192,16,1,0.8,0.86,Saint Mary's,Loyola Marymount,1,0,0,Tanner Krebs made Three Point Jumper. Assisted by Emmett Naar.
"February 16, 2017",home,Evan Fitzner missed Three Point Jumpe,3146558,21,1,0.92,0.94,Saint Mary's,Loyola Marymount,0,0,0,Evan Fitzner missed Three Point Jumper.
"February 16, 2017",home,Evan Fitzner,3146558,22,1,0.91,0.44,Saint Mary's,Loyola Marymount,1,0,0,Evan Fitzner made Layup. Assisted by Jock Landale.
"February 16, 2017",home,Jock Landale,3146557,23,1,0.92,0.52,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Layup. Assisted by Joe Rahon.
"February 16, 2017",home,Evan Fitzner,3146558,25,1,0.86,0.48,Saint Mary's,Loyola Marymount,1,0,0,Evan Fitzner made Jumper.
"February 16, 2017",home,Jock Landale,3146557,26,1,0.91,0.54,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Layup. Assisted by Jordan Ford.
"February 16, 2017",home,Evan Fitzner missed Three Point Jumpe,3146558,27,1,0.68,0.5,Saint Mary's,Loyola Marymount,0,0,0,Evan Fitzner missed Three Point Jumper.
"February 16, 2017",home,Jock Landale missed Layu,3146557,28,1,0.92,0.56,Saint Mary's,Loyola Marymount,0,0,0,Jock Landale missed Layup.
"February 16, 2017",home,Jock Landale,3146557,29,1,0.91,0.52,Saint Mary's,Loyola Marymount,1,0,0,Jock Landale made Layup.
"February 16, 2017",home,Evan Fitzner,3146558,33,1,0.69,0.5,Saint Mary's,Loyola Marymount,1,0,0,Evan Fitzner made Three Point Jumper. Assisted by Calvin Hermanson.
"February 16, 2017",home,Calvin Hermanson,66473,34,1,0.92,0.03,Saint Mary's,Loyola Marymount,1,0,0,Calvin Hermanson made Three Point Jumper. Assisted by Joe Rahon.
"February 16, 2017",home,Emmett Naar,3090679,35,2,0.91,0.46,Saint Mary's,Loyola Marymount,1,0,0,Emmett Naar made Layup. Assisted by Jock Landale.
"February 16, 2017",home,Calvin Hermanson,66473,36,2,0.91,0.03,Saint Mary's,Loyola Marymount,1,0,0,Calvin Hermanson made Three Point Jumper. Assisted by Joe Rahon.
"February 16, 2017",home,Joe Rahon,61156,37,2,0.91,0.5,Saint Mary's,Loyola Marymount,1,0,0,Joe Rahon made Layup.
"February 16, 2017",home,Joe Rahon,61156,38,2,0.92,0.36,Saint Mary's,Loyola Marymount,1,0,0,Joe Rahon made Jumper.
"February 16, 2017",home,Evan Fitzner missed Jumpe,3146558,39,2,0.76,0.6,Saint Mary's,Loyola Marymount,0,0,0,Evan Fitzner missed Jumper.
"February 16, 2017",home,Calvin Hermanson missed Three Point Jumpe,66473,40,2,0.88,0.94,Saint Mary's,Loyola Marymount,0,0,0,Calvin Hermanson missed Three Point Jumper.
"February 16, 2017",home,Emmett Naar,3090679,41,2,0.9,0.48,Saint Mary's,Loyola Marymount,1,0,0,Emmett Naar made Layup. Assisted by Calvin Hermanson.
"February 16, 2017",home,Emmett Naar missed Jumpe,3090679,42,2,0.88,0.58,Saint Mary's,Loyola Marymount,0,0,0,Emmett Naar missed Jumper.
"February 16, 2017",home,Emmett Naar missed Jumpe,3090679,43,2,0.88,0.62,Saint Mary's,Loyola Marymount,0,0,0,Emmett Naar missed Jumper.
"February 16, 2017",home,Dane Pineau,66474,44,2,0.94,0.46,Saint Mary's,Loyola Marymount,1,0,0,Dane Pineau made Layup.
"February 16, 2017",home,Emmett Naar,3090679,45,2,0.91,0.52,Saint Mary's,Loyola Marymount,1,0,0,Emmett Naar made Layup.
"February 16, 2017",home,Dane Pineau,66474,46,2,0.94,0.46,Saint Mary's,Loyola Marymount,1,0,0,Dane Pineau made Layup. Assisted by Kyle Clark.
"February 16, 2017",home,Kyle Clark,3936193,47,2,0.77,0.16,Saint Mary's,Loyola Marymount,1,0,0,Kyle Clark made Three Point Jumper. Assisted by Joe Rahon.
"February 16, 2017",home,Jordan Ford missed Jumpe,4066736,50,2,0.87,0.42,Saint Mary's,Loyola Marymount,0,0,0,Jordan Ford missed Jumper.
"February 16, 2017",home,Jordan Ford missed Three Point Jumpe,4066736,53,2,0.76,0.16,Saint Mary's,Loyola Marymount,0,0,0,Jordan Ford missed Three Point Jumper.
"February 16, 2017",home,Joe Rahon missed Three Point Jumpe,61156,54,2,0.68,0.62,Saint Mary's,Loyola Marymount,0,0,0,Joe Rahon missed Three Point Jumper.
"February 16, 2017",home,Stefan Gonzalez missed Three Point Jumpe,3936191,55,2,0.8,0.9,Saint Mary's,Loyola Marymount,0,0,0,Stefan Gonzalez missed Three Point Jumper.
"February 16, 2017",home,Jordan Ford missed Jumpe,4066736,56,2,0.8,0.84,Saint Mary's,Loyola Marymount,0,0,0,Jordan Ford missed Jumper.
"February 16, 2017",home,Jordan Hunter,3936190,57,2,0.92,0.5,Saint Mary's,Loyola Marymount,1,0,0,Jordan Hunter made Two Point Tip Shot.
"February 16, 2017",home,Jordan Ford missed Jumpe,4066736,58,2,0.9,0.38,Saint Mary's,Loyola Marymount,0,0,0,Jordan Ford missed Jumper.
"February 16, 2017",home,Jordan Ford,4066736,61,2,0.68,0.42,Saint Mary's,Loyola Marymount,1,0,0,Jordan Ford made Three Point Jumper. Assisted by Kyle Clark.
"February 16, 2017",home,Jordan Ford,4066736,62,2,0.92,0.03,Saint Mary's,Loyola Marymount,1,0,0,Jordan Ford made Three Point Jumper. Assisted by Kyle Clark.
"February 16, 2017",away,Petr Herman,3135122,0,1,0.1,0.58,Saint Mary's,Loyola Marymount,1,0,0,Petr Herman made Jumper.
"February 16, 2017",away,Petr Herman,3135122,1,1,0.12,0.5,Saint Mary's,Loyola Marymount,1,0,0,Petr Herman made Jumper.
"February 16, 2017",away,Buay Tuach,3906585,2,1,0.1,0.94,Saint Mary's,Loyola Marymount,1,0,0,Buay Tuach made Three Point Jumper. Assisted by Brandon Brown.
"February 16, 2017",away,Brandon Brown missed Three Point Jumpe,3906581,3,1,0.23,0.88,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Three Point Jumper.
"February 16, 2017",away,Petr Herman,3135122,4,1,0.1,0.68,Saint Mary's,Loyola Marymount,1,0,0,Petr Herman made Jumper. Assisted by Buay Tuach.
"February 16, 2017",away,Shamar Johnson missed Layu,3906583,5,1,0.07,0.52,Saint Mary's,Loyola Marymount,0,0,0,Shamar Johnson missed Layup.
"February 16, 2017",away,Steven Haney missed Three Point Jumpe,67629,6,1,0.19,0.86,Saint Mary's,Loyola Marymount,0,0,0,Steven Haney missed Three Point Jumper.
"February 16, 2017",away,Brandon Brown,3906581,7,1,0.23,0.58,Saint Mary's,Loyola Marymount,1,0,0,Brandon Brown made Jumper.
"February 16, 2017",away,Petr Herman missed Jumpe,3135122,8,1,0.09,0.42,Saint Mary's,Loyola Marymount,0,0,0,Petr Herman missed Jumper.
"February 16, 2017",away,Steven Haney,67629,9,1,0.07,0.46,Saint Mary's,Loyola Marymount,1,0,0,Steven Haney made Layup. Assisted by Stefan Jovanovic.
"February 16, 2017",away,Stefan Jovanovic missed Layu,66669,10,1,0.04,0.56,Saint Mary's,Loyola Marymount,0,0,0,Stefan Jovanovic missed Layup.
"February 16, 2017",away,Stefan Jovanovic,66669,11,1,0.11,0.6,Saint Mary's,Loyola Marymount,1,0,0,Stefan Jovanovic made Jumper.
"February 16, 2017",away,Brandon Brown missed Jumpe,3906581,12,1,0.11,0.22,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Jumper.
"February 16, 2017",away,Brandon Brown missed Jumpe,3906581,13,1,0.1,0.3,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Jumper.
"February 16, 2017",away,Stefan Jovanovic,66669,14,1,0.06,0.5,Saint Mary's,Loyola Marymount,1,0,0,Stefan Jovanovic made Two Point Tip Shot.
"February 16, 2017",away,Stefan Jovanovic missed Three Point Jumpe,66669,15,1,0.3,0.46,Saint Mary's,Loyola Marymount,0,0,0,Stefan Jovanovic missed Three Point Jumper.
"February 16, 2017",away,Buay Tuach missed Three Point Jumpe,3906585,16,1,0.31,0.5,Saint Mary's,Loyola Marymount,0,0,0,Buay Tuach missed Three Point Jumper.
"February 16, 2017",away,Shamar Johnson missed Layu,3906583,17,1,0.06,0.42,Saint Mary's,Loyola Marymount,0,0,0,Shamar Johnson missed Layup.
"February 16, 2017",away,Steven Haney missed Three Point Jumpe,67629,18,1,0.21,0.84,Saint Mary's,Loyola Marymount,0,0,0,Steven Haney missed Three Point Jumper.
"February 16, 2017",away,Brandon Brown missed Jumpe,3906581,19,1,0.14,0.56,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Jumper.
"February 16, 2017",away,Trevor Manuel,3915561,20,1,0.06,0.46,Saint Mary's,Loyola Marymount,1,0,0,Trevor Manuel made Layup.
"February 16, 2017",away,Brandon Brown,3906581,23,1,0.3,0.26,Saint Mary's,Loyola Marymount,1,0,0,Brandon Brown made Three Point Jumper.
"February 16, 2017",away,Jeffery McClendon,3906584,24,1,0.06,0.46,Saint Mary's,Loyola Marymount,1,0,0,Jeffery McClendon made Layup.
"February 16, 2017",away,Trevor Manuel missed Three Point Jumpe,3915561,25,1,0.08,0.94,Saint Mary's,Loyola Marymount,0,0,0,Trevor Manuel missed Three Point Jumper.
"February 16, 2017",away,Stefan Jovanovic missed Layu,66669,26,1,0.06,0.46,Saint Mary's,Loyola Marymount,0,0,0,Stefan Jovanovic missed Layup.
"February 16, 2017",away,Brandon Brown missed Layu,3906581,27,1,0.07,0.52,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Layup.
"February 16, 2017",away,Stefan Jovanovic missed Layu,66669,31,1,0.06,0.44,Saint Mary's,Loyola Marymount,0,0,0,Stefan Jovanovic missed Layup.
"February 16, 2017",away,Brandon Brown missed Three Point Jumpe,3906581,32,1,0.29,0.64,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Three Point Jumper.
"February 16, 2017",away,Steven Haney missed Three Point Jumpe,67629,33,2,0.04,0.94,Saint Mary's,Loyola Marymount,0,0,0,Steven Haney missed Three Point Jumper.
"February 16, 2017",away,Petr Herman missed Jumpe,3135122,34,2,0.1,0.54,Saint Mary's,Loyola Marymount,0,0,0,Petr Herman missed Jumper.
"February 16, 2017",away,Buay Tuach,3906585,35,2,0.07,0.46,Saint Mary's,Loyola Marymount,1,0,0,Buay Tuach made Layup. Assisted by Stefan Jovanovic.
"February 16, 2017",away,Stefan Jovanovic,66669,36,2,0.11,0.6,Saint Mary's,Loyola Marymount,1,0,0,Stefan Jovanovic made Jumper.
"February 16, 2017",away,Kelvin Amayo missed Three Point Jumpe,56252,37,2,0.07,0.94,Saint Mary's,Loyola Marymount,0,0,0,Kelvin Amayo missed Three Point Jumper.
"February 16, 2017",away,Brandon Brown,3906581,38,2,0.03,0.03,Saint Mary's,Loyola Marymount,1,0,0,Brandon Brown made Three Point Jumper. Assisted by Stefan Jovanovic.
"February 16, 2017",away,Brandon Brown,3906581,39,2,0.12,0.54,Saint Mary's,Loyola Marymount,1,0,0,Brandon Brown made Jumper.
"February 16, 2017",away,Petr Herman missed Layu,3135122,40,2,0.07,0.54,Saint Mary's,Loyola Marymount,0,0,0,Petr Herman missed Layup.
"February 16, 2017",away,Petr Herman,3135122,41,2,0.06,0.42,Saint Mary's,Loyola Marymount,1,0,0,Petr Herman made Layup.
"February 16, 2017",away,Munis Tutu missed Three Point Jumpe,3906586,42,2,0.31,0.64,Saint Mary's,Loyola Marymount,0,0,0,Munis Tutu missed Three Point Jumper.
"February 16, 2017",away,Brandon Brown missed Jumpe,3906581,43,2,0.2,0.42,Saint Mary's,Loyola Marymount,0,0,0,Brandon Brown missed Jumper.
"February 16, 2017",away,Mattias Markusson missed Jumpe,4066671,44,2,0.1,0.42,Saint Mary's,Loyola Marymount,0,0,0,Mattias Markusson missed Jumper.
"February 16, 2017",away,Steven Haney missed Jumpe,67629,47,2,0.17,0.42,Saint Mary's,Loyola Marymount,0,0,0,Steven Haney missed Jumper.
"February 16, 2017",away,Trevor Manuel missed Jumpe,3915561,50,2,0.07,0.34,Saint Mary's,Loyola Marymount,0,0,0,Trevor Manuel missed Jumper.
"February 16, 2017",away,Munis Tutu missed Jumpe,3906586,51,2,0.22,0.44,Saint Mary's,Loyola Marymount,0,0,0,Munis Tutu missed Jumper.
"February 16, 2017",away,Mattias Markusson missed Jumpe,4066671,54,2,0.21,0.58,Saint Mary's,Loyola Marymount,0,0,0,Mattias Markusson missed Jumper.
"February 16, 2017",away,Mattias Markusson missed Jumpe,4066671,58,2,0.08,0.6,Saint Mary's,Loyola Marymount,0,0,0,Mattias Markusson missed Jumper.
"February 16, 2017",away,Erik Johansson,4066672,59,2,0.24,0.78,Saint Mary's,Loyola Marymount,1,0,0,Erik Johansson made Three Point Jumper. Assisted by Kelvin Amayo.
"February 16, 2017",away,Mattias Markusson,4066671,60,2,0.06,0.54,Saint Mary's,Loyola Marymount,1,0,0,Mattias Markusson made Layup. Assisted by Kelvin Amayo.
"February 16, 2017",away,Mattias Markusson,4066671,61,2,0.1,0.5,Saint Mary's,Loyola Marymount,1,0,0,Mattias Markusson made Jumper.
"February 16, 2017",away,Shamar Johnson missed Jumpe,3906583,62,2,0.06,0.82,Saint Mary's,Loyola Marymount,0,0,0,Shamar Johnson missed Jumper.
"February 16, 2017",away,Kelvin Amayo missed Three Point Jumpe,56252,63,2,0.24,0.78,Saint Mary's,Loyola Marymount,0,0,0,Kelvin Amayo missed Three Point Jumper.
"February 16, 2017",home,Riley LaChance,3136698,0,1,0.69,0.58,Vanderbilt,Texas A&M;,1,0,0,Riley LaChance made Three Point Jumper.
